"","date","regular","mid","premium","diesel","state"
"1",2022-02-24,3.873,4.018,4.199,3.931,"AK"
"2",2022-02-24,3.291,3.626,3.958,3.841,"AL"
"3",2022-02-24,3.202,3.508,3.794,3.671,"AR"
"4",2022-02-24,3.747,4.034,4.29,3.973,"AZ"
"5",2022-02-24,4.771,4.957,5.085,5.037,"CA"
"6",2022-02-24,3.356,3.685,3.979,3.616,"CO"
"7",2022-02-24,3.68,3.964,4.179,4.053,"CT"
"8",2022-02-24,3.747,4.223,4.363,4.084,"DC"
"9",2022-02-24,3.589,3.955,4.191,3.999,"DE"
"10",2022-02-24,3.484,3.848,4.145,3.933,"FL"
"11",2022-02-24,3.398,3.734,4.065,3.925,"GA"
"12",2022-02-24,4.542,4.75,5.002,4.829,"HI"
"13",2022-02-24,3.348,3.481,3.895,3.749,"IA"
"14",2022-02-24,3.531,3.728,3.934,4.063,"ID"
"15",2022-02-24,3.712,4.066,4.453,3.905,"IL"
"16",2022-02-24,3.365,3.694,4.016,3.954,"IN"
"17",2022-02-24,3.254,3.511,3.756,3.678,"KS"
"18",2022-02-24,3.222,3.552,3.862,3.808,"KY"
"19",2022-02-24,3.312,3.628,3.936,3.708,"LA"
"20",2022-02-24,3.562,3.841,4.062,4.002,"MA"
"21",2022-02-24,3.585,3.981,4.229,4.003,"MD"
"22",2022-02-24,3.559,3.84,4.096,4.097,"ME"
"23",2022-02-24,3.359,3.686,4.019,3.879,"MI"
"24",2022-02-24,3.418,3.649,3.972,3.821,"MN"
"25",2022-02-24,3.224,3.47,3.74,3.601,"MO"
"26",2022-02-24,3.209,3.514,3.833,3.666,"MS"
"27",2022-02-24,3.449,3.707,3.955,3.777,"MT"
"28",2022-02-24,3.474,3.81,4.136,3.961,"NC"
"29",2022-02-24,3.392,3.619,3.83,3.832,"ND"
"30",2022-02-24,3.346,3.446,3.812,3.704,"NE"
"31",2022-02-24,3.497,3.801,4.062,4.014,"NH"
"32",2022-02-24,3.621,3.971,4.14,4.054,"NJ"
"33",2022-02-24,3.484,3.796,4.048,3.853,"NM"
"34",2022-02-24,3.977,4.205,4.395,4.075,"NV"
"35",2022-02-24,3.759,4.047,4.282,4.214,"NY"
"36",2022-02-24,3.325,3.648,3.972,3.958,"OH"
"37",2022-02-24,3.212,3.484,3.697,3.553,"OK"
"38",2022-02-24,4,4.171,4.373,4.191,"OR"
"39",2022-02-24,3.74,4.056,4.328,4.296,"PA"
"40",2022-02-24,3.555,3.889,4.129,3.996,"RI"
"41",2022-02-24,3.37,3.721,4.042,3.865,"SC"
"42",2022-02-24,3.407,3.5,3.847,3.782,"SD"
"43",2022-02-24,3.304,3.641,3.964,3.845,"TN"
"44",2022-02-24,3.213,3.539,3.826,3.675,"TX"
"45",2022-02-24,3.403,3.605,3.789,4.056,"UT"
"46",2022-02-24,3.412,3.782,4.096,3.899,"VA"
"47",2022-02-24,3.608,3.875,4.105,4.102,"VT"
"48",2022-02-24,3.986,4.212,4.388,4.237,"WA"
"49",2022-02-24,3.296,3.61,4.01,3.739,"WI"
"50",2022-02-24,3.33,3.602,3.894,3.879,"WV"
"51",2022-02-24,3.421,3.63,3.892,3.879,"WY"
