"","date","regular","mid","premium","diesel","state"
"1",2022-09-12,4.705,4.895,5.08,5.204,"AK"
"2",2022-09-12,3.294,3.677,4.059,4.757,"AL"
"3",2022-09-12,3.161,3.51,3.839,4.707,"AR"
"4",2022-09-12,3.989,4.271,4.548,4.97,"AZ"
"5",2022-09-12,5.405,5.584,5.738,6.314,"CA"
"6",2022-09-12,3.669,4.016,4.31,4.749,"CO"
"7",2022-09-12,3.592,4.164,4.545,5.12,"CT"
"8",2022-09-12,3.84,4.432,4.824,5.077,"DC"
"9",2022-09-12,3.421,3.932,4.219,4.693,"DE"
"10",2022-09-12,3.439,3.846,4.153,4.762,"FL"
"11",2022-09-12,3.242,3.634,3.996,4.686,"GA"
"12",2022-09-12,5.284,5.527,5.733,6.113,"HI"
"13",2022-09-12,3.381,3.673,4.109,4.866,"IA"
"14",2022-09-12,4.469,4.691,4.926,5.066,"ID"
"15",2022-09-12,4.012,4.49,4.881,5.231,"IL"
"16",2022-09-12,3.798,4.231,4.596,5.356,"IN"
"17",2022-09-12,3.364,3.644,3.95,4.794,"KS"
"18",2022-09-12,3.347,3.743,4.086,4.896,"KY"
"19",2022-09-12,3.198,3.562,3.912,4.615,"LA"
"20",2022-09-12,3.803,4.372,4.662,5.083,"MA"
"21",2022-09-12,3.51,4.039,4.312,4.792,"MD"
"22",2022-09-12,3.77,4.196,4.524,5.119,"ME"
"23",2022-09-12,3.844,4.239,4.645,5.389,"MI"
"24",2022-09-12,3.654,4.006,4.357,4.998,"MN"
"25",2022-09-12,3.304,3.628,3.923,4.773,"MO"
"26",2022-09-12,3.158,3.512,3.875,4.61,"MS"
"27",2022-09-12,3.95,4.226,4.508,4.915,"MT"
"28",2022-09-12,3.412,3.791,4.14,4.795,"NC"
"29",2022-09-12,3.646,3.979,4.364,4.871,"ND"
"30",2022-09-12,3.495,3.702,4.17,4.85,"NE"
"31",2022-09-12,3.707,4.249,4.58,5.003,"NH"
"32",2022-09-12,3.704,4.287,4.54,4.939,"NJ"
"33",2022-09-12,3.569,3.897,4.178,4.823,"NM"
"34",2022-09-12,4.904,5.133,5.336,5.224,"NV"
"35",2022-09-12,3.889,4.356,4.702,5.207,"NY"
"36",2022-09-12,3.527,3.929,4.299,5.168,"OH"
"37",2022-09-12,3.28,3.603,3.823,4.671,"OK"
"38",2022-09-12,4.684,4.871,5.071,5.557,"OR"
"39",2022-09-12,3.922,4.304,4.564,5.149,"PA"
"40",2022-09-12,3.692,4.282,4.611,4.971,"RI"
"41",2022-09-12,3.315,3.696,4.037,4.786,"SC"
"42",2022-09-12,3.676,3.884,4.341,4.843,"SD"
"43",2022-09-12,3.263,3.631,3.997,4.717,"TN"
"44",2022-09-12,3.144,3.515,3.845,4.593,"TX"
"45",2022-09-12,4.314,4.533,4.734,4.867,"UT"
"46",2022-09-12,3.478,3.904,4.232,4.799,"VA"
"47",2022-09-12,3.886,4.461,4.849,5.015,"VT"
"48",2022-09-12,4.652,4.877,5.076,5.538,"WA"
"49",2022-09-12,3.465,3.892,4.303,4.949,"WI"
"50",2022-09-12,3.651,3.921,4.164,4.902,"WV"
"51",2022-09-12,3.812,4.012,4.274,4.883,"WY"
