"","date","regular","mid","premium","diesel","city","state"
"1",2022-10-10,5.505,5.741,5.964,5.065,"Anchorage","AK"
"2",2022-10-10,5.632,5.773,5.975,5.561,"Fairbanks","AK"
"3",2022-10-10,5.04,5.111,5.227,5.338,"Juneau","AK"
"4",2022-10-10,3.342,3.654,3.997,4.768,"Anniston-Oxford","AL"
"5",2022-10-10,3.385,3.675,4.096,4.777,"Auburn","AL"
"6",2022-10-10,3.363,3.743,4.116,4.778,"Birmingham","AL"
"7",2022-10-10,3.453,3.806,4.14,4.8,"Daphne-Fairhope-Foley","AL"
"8",2022-10-10,3.344,3.698,4.043,4.732,"Decatur","AL"
"9",2022-10-10,3.391,3.731,4.076,4.766,"Dothan","AL"
"10",2022-10-10,3.372,3.675,4.098,4.715,"Florence-Muscle Shoals","AL"
"11",2022-10-10,3.314,3.666,4.042,4.693,"Gadsden","AL"
"12",2022-10-10,3.363,3.712,4.058,4.693,"Huntsville","AL"
"13",2022-10-10,3.395,3.814,4.191,4.848,"Mobile","AL"
"14",2022-10-10,3.388,3.772,4.16,4.787,"Montgomery","AL"
"15",2022-10-10,3.448,3.81,4.089,4.804,"Russell County","AL"
"16",2022-10-10,3.35,3.705,4.106,4.797,"Tuscaloosa","AL"
"17",2022-10-10,3.537,3.89,4.189,4.761,"Fayetteville-Springdale-Rogers","AR"
"18",2022-10-10,3.492,3.871,4.178,4.784,"Fort Smith (AR only)","AR"
"19",2022-10-10,3.282,3.621,4.01,4.657,"Hot Springs","AR"
"20",2022-10-10,3.313,3.63,3.941,4.782,"Jonesboro","AR"
"21",2022-10-10,3.337,3.701,3.997,4.681,"Little Rock-North Little Rock","AR"
"22",2022-10-10,3.352,3.764,4.16,4.685,"Pine Bluff","AR"
"23",2022-10-10,3.303,3.61,3.908,4.748,"Texarkana (AR only)","AR"
"24",2022-10-10,3.401,3.767,4.152,4.908,"West Memphis","AR"
"25",2022-10-10,5.008,5.334,5.591,5.171,"East Valley","AZ"
"26",2022-10-10,4.29,4.453,4.747,5.225,"Flagstaff","AZ"
"27",2022-10-10,4.998,5.315,5.585,5.147,"Glendale","AZ"
"28",2022-10-10,4.482,4.604,4.842,5.234,"Lake Havasu-Kingman","AZ"
"29",2022-10-10,5.006,5.312,5.598,5.184,"Peoria","AZ"
"30",2022-10-10,5.012,5.319,5.59,5.148,"Phoenix Proper","AZ"
"31",2022-10-10,4.994,5.311,5.583,5.157,"Phoenix-Mesa","AZ"
"32",2022-10-10,3.749,3.998,4.275,5.022,"Pima County","AZ"
"33",2022-10-10,4.228,4.484,4.744,5.189,"Prescott","AZ"
"34",2022-10-10,4.986,5.281,5.57,5.067,"Scottsdale","AZ"
"35",2022-10-10,3.859,4.054,4.355,5.007,"Sierra Vista-Douglas","AZ"
"36",2022-10-10,3.744,3.994,4.274,5.012,"Tucson","AZ"
"37",2022-10-10,5.001,5.309,5.581,5.161,"West Valley","AZ"
"38",2022-10-10,4.011,4.312,4.561,5.252,"Yuma","AZ"
"39",2022-10-10,6.343,6.572,6.765,6.597,"Bakersfield","CA"
"40",2022-10-10,6.111,6.308,6.465,6.301,"Chico-Paradise","CA"
