"","date","regular","mid","premium","diesel","city","state"
"1",2023-10-13,4.73,4.497,4.79,4.839,"Juneau","AK"
"2",2023-10-13,4.502,4.697,4.907,4.803,"Fairbanks","AK"
"3",2023-10-13,4.577,4.866,5.063,4.691,"Anchorage","AK"
"4",2023-10-13,3.126,3.534,3.92,4.231,"Birmingham","AL"
"5",2023-10-13,3.169,3.523,3.916,4.204,"Huntsville","AL"
"6",2023-10-13,3.17,3.595,3.997,4.195,"Mobile","AL"
"7",2023-10-13,3.129,3.575,3.981,4.206,"Montgomery","AL"
"8",2023-10-13,3.127,3.54,3.927,4.16,"Tuscaloosa","AL"
"9",2023-10-13,3.155,3.502,3.84,4.153,"Anniston-Oxford","AL"
"10",2023-10-13,3.022,3.4,3.742,4.123,"Auburn","AL"
"11",2023-10-13,3.148,3.548,3.939,4.151,"Daphne-Fairhope-Foley","AL"
"12",2023-10-13,3.137,3.529,3.928,4.092,"Decatur","AL"
"13",2023-10-13,3.151,3.494,3.885,4.255,"Dothan","AL"
"14",2023-10-13,3.129,3.529,3.945,4.223,"Florence-Muscle Shoals","AL"
"15",2023-10-13,3.065,3.451,3.822,4.157,"Gadsden","AL"
"16",2023-10-13,3.092,3.588,3.888,4.235,"Russell County","AL"
"17",2023-10-13,3.168,3.527,3.837,4.141,"Fayetteville-Springdale-Rogers","AR"
"18",2023-10-13,3.197,3.611,3.994,4.093,"Little Rock-North Little Rock","AR"
"19",2023-10-13,3.287,3.731,4.097,4.177,"Pine Bluff","AR"
"20",2023-10-13,3.286,3.723,4.02,4.203,"Fort Smith (AR only)","AR"
"21",2023-10-13,3.085,3.482,3.841,4.155,"Texarkana (AR only)","AR"
"22",2023-10-13,3.092,3.543,3.899,4.086,"Hot Springs","AR"
"23",2023-10-13,2.998,3.416,3.775,4.235,"Jonesboro","AR"
"24",2023-10-13,3.006,3.487,3.846,4.088,"West Memphis","AR"
"25",2023-10-13,4.331,4.572,4.876,5.043,"Flagstaff","AZ"
"26",2023-10-13,4.608,4.958,5.237,4.838,"Phoenix-Mesa","AZ"
"27",2023-10-13,3.978,4.298,4.563,4.777,"Pima County","AZ"
