"","date","regular","mid","premium","diesel","city","state"
"1",2023-02-23,3.726,3.957,4.152,4.32,"Anchorage","AK"
"2",2023-02-23,3.7,3.857,4.023,4.923,"Fairbanks","AK"
"3",2023-02-23,4.479,4.502,4.575,4.569,"Juneau","AK"
"4",2023-02-23,2.986,3.309,3.637,4.193,"Anniston-Oxford","AL"
"5",2023-02-23,3.039,3.401,3.739,4.206,"Auburn","AL"
"6",2023-02-23,3.024,3.425,3.806,4.277,"Birmingham","AL"
"7",2023-02-23,3.127,3.523,3.904,4.208,"Daphne-Fairhope-Foley","AL"
"8",2023-02-23,3.004,3.369,3.76,4.244,"Decatur","AL"
"9",2023-02-23,3.058,3.405,3.783,4.253,"Dothan","AL"
"10",2023-02-23,3.011,3.381,3.764,4.179,"Florence-Muscle Shoals","AL"
"11",2023-02-23,2.928,3.318,3.689,4.235,"Gadsden","AL"
"12",2023-02-23,3.075,3.424,3.793,4.243,"Huntsville","AL"
"13",2023-02-23,3.125,3.55,3.946,4.316,"Mobile","AL"
"14",2023-02-23,3.081,3.511,3.867,4.345,"Montgomery","AL"
"15",2023-02-23,3.028,3.467,3.81,4.221,"Russell County","AL"
"16",2023-02-23,3.004,3.399,3.809,4.16,"Tuscaloosa","AL"
"17",2023-02-23,3.038,3.372,3.68,3.915,"Fayetteville-Springdale-Rogers","AR"
"18",2023-02-23,3.082,3.45,3.736,4.002,"Fort Smith (AR only)","AR"
"19",2023-02-23,2.947,3.318,3.671,3.982,"Hot Springs","AR"
"20",2023-02-23,2.962,3.395,3.767,4.125,"Jonesboro","AR"
"21",2023-02-23,3.024,3.393,3.7,4.004,"Little Rock-North Little Rock","AR"
"22",2023-02-23,3.083,3.474,3.855,4.12,"Pine Bluff","AR"
"23",2023-02-23,3.021,3.376,3.696,4.168,"Texarkana (AR only)","AR"
"24",2023-02-23,3.058,3.39,3.917,4.285,"West Memphis","AR"
"25",2023-02-23,3.682,3.971,4.286,4.411,"East Valley","AZ"
"26",2023-02-23,3.619,3.833,4.07,4.598,"Flagstaff","AZ"
"27",2023-02-23,3.658,3.947,4.253,4.325,"Glendale","AZ"
"28",2023-02-23,3.685,3.821,4.059,4.67,"Lake Havasu-Kingman","AZ"
"29",2023-02-23,3.666,3.967,4.194,4.494,"Peoria","AZ"
"30",2023-02-23,3.647,3.92,4.208,4.396,"Phoenix Proper","AZ"
"31",2023-02-23,3.668,3.95,4.243,4.433,"Phoenix-Mesa","AZ"
"32",2023-02-23,3.258,3.516,3.804,4.361,"Pima County","AZ"
"33",2023-02-23,3.518,3.773,4.081,4.585,"Prescott","AZ"
"34",2023-02-23,3.807,4.095,4.353,4.688,"Scottsdale","AZ"
"35",2023-02-23,3.301,3.548,3.831,4.511,"Sierra Vista-Douglas","AZ"
"36",2023-02-23,3.256,3.521,3.806,4.362,"Tucson","AZ"
"37",2023-02-23,3.658,3.957,4.233,4.385,"West Valley","AZ"
"38",2023-02-23,3.4,3.74,4.013,4.617,"Yuma","AZ"
"39",2023-02-23,4.743,4.923,5.142,5.869,"Bakersfield","CA"
"40",2023-02-23,4.429,4.623,4.773,5.286,"Chico-Paradise","CA"
"41",2023-02-23,4.678,4.874,5.096,5.728,"El Centro","CA"
"42",2023-02-23,4.617,4.807,5.011,5.647,"Fresno","CA"
"43",2023-02-23,4.724,4.725,4.898,5.6,"Hanford-Corcoran","CA"
"44",2023-02-23,4.833,5.033,5.162,5.734,"Los Angeles-Long Beach","CA"
"45",2023-02-23,4.624,4.826,5.083,5.472,"Madera-Chowchilla","CA"
"46",2023-02-23,4.579,4.751,4.936,5.561,"Merced","CA"
"47",2023-02-23,4.465,4.71,4.885,5.665,"Modesto","CA"
