"","date","regular","mid","premium","diesel","city","state"
"1",2021-12-10,3.664,3.889,4.104,3.525,"Anchorage","AK"
"2",2021-12-10,3.8,3.936,4.077,3.62,"Fairbanks","AK"
"3",2021-12-10,3.731,3.619,3.723,3.383,"Juneau","AK"
"4",2021-12-10,2.988,3.28,3.665,3.361,"Anniston-Oxford","AL"
"5",2021-12-10,3.087,3.419,3.727,3.435,"Auburn","AL"
"6",2021-12-10,3.042,3.394,3.731,3.419,"Birmingham","AL"
"7",2021-12-10,3.089,3.435,3.789,3.344,"Daphne-Fairhope-Foley","AL"
"8",2021-12-10,2.998,3.336,3.644,3.381,"Decatur","AL"
"9",2021-12-10,3.101,3.451,3.747,3.47,"Dothan","AL"
"10",2021-12-10,2.994,3.332,3.676,3.342,"Florence-Muscle Shoals","AL"
"11",2021-12-10,2.961,3.307,3.615,3.397,"Gadsden","AL"
"12",2021-12-10,3.048,3.407,3.704,3.386,"Huntsville","AL"
"13",2021-12-10,3.086,3.463,3.789,3.407,"Mobile","AL"
"14",2021-12-10,3.102,3.482,3.813,3.431,"Montgomery","AL"
"15",2021-12-10,3.043,3.408,3.719,3.503,"Russell County","AL"
"16",2021-12-10,3.045,3.386,3.723,3.353,"Tuscaloosa","AL"
"17",2021-12-10,2.868,3.187,3.439,3.209,"Fayetteville-Springdale-Rogers","AR"
"18",2021-12-10,2.945,3.275,3.523,3.376,"Fort Smith (AR only)","AR"
"19",2021-12-10,2.966,3.298,3.597,3.256,"Hot Springs","AR"
"20",2021-12-10,2.893,3.258,3.537,3.405,"Jonesboro","AR"
"21",2021-12-10,2.921,3.227,3.535,3.324,"Little Rock-North Little Rock","AR"
"22",2021-12-10,2.944,3.273,3.615,3.432,"Pine Bluff","AR"
"23",2021-12-10,3.091,3.416,3.734,3.384,"Texarkana (AR only)","AR"
"24",2021-12-10,3.086,3.456,3.889,3.504,"West Memphis","AR"
"25",2021-12-10,3.842,4.144,4.406,4.032,"East Valley","AZ"
"26",2021-12-10,3.94,4.078,4.346,4.214,"Flagstaff","AZ"
"27",2021-12-10,3.827,4.138,4.372,4.042,"Glendale","AZ"
"28",2021-12-10,3.68,3.853,4.096,4.054,"Lake Havasu-Kingman","AZ"
"29",2021-12-10,3.808,4.129,4.398,4.015,"Peoria","AZ"
"30",2021-12-10,3.823,4.122,4.389,4.04,"Phoenix Proper","AZ"
"31",2021-12-10,3.841,4.147,4.402,4.049,"Phoenix-Mesa","AZ"
"32",2021-12-10,3.553,3.81,4.047,3.944,"Pima County","AZ"
